episode_id,entry_ts,RSI,legpos90,near_high_data,rsi_high_data,visual_label,data_assessment,blowoff_visual,top_sweep_visual,should_be,notes
idx7816,2025-01-21 19:00,71.3,99,yes,yes,,UNLABELED_MEDIUM,AWAITING_USER,AWAITING_USER,REVIEW,dados causais; leitura visual pendente do Cris (não fabricada)
idx7902,2025-02-11 03:00,73.1,89,yes,yes,,UNLABELED_MEDIUM,AWAITING_USER,AWAITING_USER,REVIEW,dados causais; leitura visual pendente do Cris (não fabricada)
idx8111,2025-03-31 22:00,81.5,99,yes,yes,,UNLABELED_HIGH,AWAITING_USER,AWAITING_USER,REVIEW,dados causais; leitura visual pendente do Cris (não fabricada)
idx8589,2025-07-22 18:00,75.9,99,yes,yes,,UNLABELED_HIGH,AWAITING_USER,AWAITING_USER,REVIEW,dados causais; leitura visual pendente do Cris (não fabricada)
idx8765,2025-09-02 02:00,81.3,92,yes,yes,,UNLABELED_HIGH,AWAITING_USER,AWAITING_USER,REVIEW,dados causais; leitura visual pendente do Cris (não fabricada)
idx8858,2025-09-23 14:00,80.5,95,yes,yes,,UNLABELED_HIGH,AWAITING_USER,AWAITING_USER,REVIEW,dados causais; leitura visual pendente do Cris (não fabricada)
idx8923,2025-10-08 10:00,84.4,97,yes,yes,,UNLABELED_HIGH,AWAITING_USER,AWAITING_USER,REVIEW,dados causais; leitura visual pendente do Cris (não fabricada)
idx9243,2025-12-22 19:00,74.2,98,yes,yes,,UNLABELED_HIGH,AWAITING_USER,AWAITING_USER,REVIEW,dados causais; leitura visual pendente do Cris (não fabricada)
idx9368,2026-01-22 19:00,76.6,99,yes,yes,,UNLABELED_HIGH,AWAITING_USER,AWAITING_USER,REVIEW,dados causais; leitura visual pendente do Cris (não fabricada)
idx9390,2026-01-28 11:00,79.2,97,yes,yes,,UNLABELED_HIGH,AWAITING_USER,AWAITING_USER,REVIEW,dados causais; leitura visual pendente do Cris (não fabricada)
