episode_id,context_label,specialist_id,positive_evidence_count,negative_evidence_count,veto_count,review_flag_count,decisive_factors,unresolved_conflicts
2859,,bubbles,3,1,0,0,bub_buy_total,
2896,,bubbles,2,3,0,0,bub_buy_total,
2905,,bubbles,3,1,0,0,bub_buy_total,
2922,,bubbles,0,0,0,0,bub_buy_sell_ratio,
2944,,bubbles,3,0,0,0,bub_buy_sell_ratio,
2991,,bubbles,0,0,0,0,bub_buy_sell_ratio,
3011,,bubbles,0,0,0,0,bub_buy_sell_ratio,
3029,,bubbles,6,0,0,0,bub_sell_total,
3070,,bubbles,2,1,0,0,bub_buy_total,
3085,,bubbles,2,1,0,0,bub_buy_total,
3102,,bubbles,4,1,0,0,bub_buy_total,
3118,,bubbles,3,0,0,0,bub_buy_sell_ratio,
3126,,bubbles,0,0,0,0,bub_buy_sell_ratio,
3147,,bubbles,3,1,0,0,bub_buy_total,
3162,,bubbles,3,0,0,0,bub_buy_sell_ratio,
3178,,bubbles,2,1,0,0,bub_buy_total,
3190,,bubbles,0,0,0,0,bub_buy_sell_ratio,
3219,,bubbles,0,0,0,0,bub_buy_sell_ratio,
3238,,bubbles,2,0,0,0,bub_buy_total,
3252,,bubbles,2,2,0,0,bub_buy_total,
3326,,bubbles,2,2,0,0,bub_buy_total,
3443,,bubbles,2,0,0,0,bub_buy_total,
3474,,bubbles,4,1,0,0,bub_buy_total,
3491,,bubbles,0,0,0,0,bub_buy_sell_ratio,
3509,,bubbles,2,2,0,0,bub_buy_total,
3622,,bubbles,3,0,0,0,bub_buy_sell_ratio,
3678,,bubbles,2,1,0,0,bub_buy_total,
3773,,bubbles,5,0,0,0,bub_buy_sell_ratio,
3799,,bubbles,0,0,0,0,bub_buy_sell_ratio,
3825,,bubbles,3,0,0,0,bub_buy_sell_ratio,
3836,,bubbles,3,0,0,0,bub_buy_sell_ratio,
3929,,bubbles,6,0,0,0,bub_sell_L|bub_buy_sell_ratio,
3949,,bubbles,5,0,0,0,bub_sell_m|bub_buy_sell_ratio,
4095,,bubbles,3,0,0,0,bub_buy_sell_ratio,
4243,,bubbles,3,0,0,0,bub_buy_sell_ratio,
4309,,bubbles,4,0,0,0,bub_buy_sell_ratio,
4346,,bubbles,5,0,0,0,bub_sell_m|bub_buy_sell_ratio,
4372,,bubbles,4,0,0,0,bub_buy_sell_ratio,
4384,,bubbles,6,0,0,0,bub_sell_L|bub_buy_sell_ratio,
4401,,bubbles,5,0,0,0,bub_buy_sell_ratio,
4429,,bubbles,3,2,0,0,bub_buy_total,
4483,,bubbles,3,0,0,0,bub_buy_sell_ratio,
4513,,bubbles,4,1,0,0,bub_buy_total,
4530,,bubbles,6,0,0,0,bub_sell_total,
4574,,bubbles,1,0,0,0,bub_buy_sell_ratio,
4609,,bubbles,2,1,0,0,bub_buy_total,
4644,,bubbles,2,3,0,0,bub_buy_L,
4677,,bubbles,3,1,0,0,bub_buy_total,
4763,,bubbles,4,0,0,0,bub_buy_sell_ratio,
4899,,bubbles,2,0,0,0,bub_buy_total,
4908,,bubbles,1,1,0,0,bub_buy_total,
4918,,bubbles,5,0,0,0,bub_sell_L|bub_buy_sell_ratio,
4926,,bubbles,4,0,0,0,bub_buy_sell_ratio,
4964,,bubbles,2,2,0,0,bub_buy_L,
4996,,bubbles,5,0,0,0,bub_buy_sell_ratio,
5016,,bubbles,0,0,0,0,bub_buy_sell_ratio,
5042,,bubbles,2,3,0,0,bub_buy_L,
5055,,bubbles,0,0,0,0,bub_buy_sell_ratio,
5087,,bubbles,0,0,0,0,bub_buy_sell_ratio,
5103,,bubbles,3,1,0,0,bub_buy_total,
5147,,bubbles,3,2,0,0,bub_buy_total,
5165,,bubbles,2,2,0,0,bub_buy_total,
5296,,bubbles,5,0,0,0,bub_sell_m|bub_buy_sell_ratio,
5321,,bubbles,0,0,0,0,bub_buy_sell_ratio,
5331,,bubbles,4,0,0,0,bub_sell_total,
5350,,bubbles,2,0,0,0,bub_buy_total,
5414,,bubbles,0,0,0,0,bub_buy_sell_ratio,
5435,,bubbles,0,0,0,0,bub_buy_sell_ratio,
5478,,bubbles,2,2,0,0,bub_buy_L,
5530,,bubbles,4,1,0,0,bub_buy_total,
5555,,bubbles,6,0,0,0,bub_sell_L|bub_buy_sell_ratio,
5627,,bubbles,6,0,0,0,bub_sell_total,
5668,,bubbles,2,3,0,0,bub_buy_total,
5701,,bubbles,5,0,0,0,bub_sell_m|bub_buy_sell_ratio,
5724,,bubbles,6,0,0,0,bub_sell_L|bub_buy_sell_ratio,
5772,,bubbles,0,0,0,0,bub_buy_sell_ratio,
5826,,bubbles,5,0,0,0,bub_sell_L|bub_buy_sell_ratio,
5842,,bubbles,2,0,0,0,bub_buy_total,
5866,,bubbles,2,2,0,0,bub_buy_total,
5875,,bubbles,2,1,0,0,bub_buy_total,
5920,,bubbles,3,1,0,0,bub_buy_total,
5955,,bubbles,5,0,0,0,bub_sell_L|bub_buy_sell_ratio,
5998,,bubbles,0,0,0,0,bub_buy_sell_ratio,
6049,,bubbles,2,1,0,0,bub_buy_total,
6069,,bubbles,3,1,0,0,bub_buy_total,
6119,,bubbles,4,0,0,0,bub_buy_sell_ratio,
6162,,bubbles,2,1,0,0,bub_buy_total,
6193,,bubbles,5,0,0,0,bub_buy_sell_ratio,
6210,,bubbles,3,0,0,0,bub_buy_sell_ratio,
6295,,bubbles,5,0,0,0,bub_buy_sell_ratio,
6362,,bubbles,3,0,0,0,bub_buy_sell_ratio,
6376,,bubbles,6,0,0,0,bub_sell_L|bub_buy_sell_ratio,
6453,,bubbles,2,1,0,0,bub_buy_total,
6471,,bubbles,3,1,0,0,bub_buy_total,
6489,,bubbles,2,1,0,0,bub_buy_total,
6523,,bubbles,3,2,0,0,bub_buy_total,
6597,,bubbles,1,3,0,0,bub_buy_L,
6610,,bubbles,4,1,0,0,bub_buy_total,
6711,,bubbles,4,0,0,0,bub_buy_total,
6729,,bubbles,3,0,0,0,bub_buy_sell_ratio,
6741,,bubbles,2,3,0,0,bub_buy_total,
6767,,bubbles,2,2,0,0,bub_buy_total,
6791,,bubbles,3,0,0,0,bub_buy_sell_ratio,
6819,,bubbles,0,0,0,0,bub_buy_sell_ratio,
6832,,bubbles,5,0,0,0,bub_sell_m,
6844,,bubbles,0,0,0,0,bub_buy_sell_ratio,
6887,,bubbles,1,2,0,0,bub_buy_total,
6908,,bubbles,2,0,0,0,bub_buy_total,
6923,,bubbles,3,1,0,0,bub_buy_total,
6954,,bubbles,2,1,0,0,bub_buy_total,
6962,,bubbles,3,1,0,0,bub_buy_total,
6977,,bubbles,1,3,0,0,bub_buy_L,
6992,,bubbles,1,1,0,0,bub_buy_total,
7022,,bubbles,1,3,0,0,bub_buy_L,
7053,,bubbles,0,0,0,0,bub_buy_sell_ratio,
7065,,bubbles,5,0,0,0,bub_sell_m|bub_buy_sell_ratio,
7094,,bubbles,3,1,0,0,bub_buy_total,
7119,,bubbles,3,0,0,0,bub_buy_total,
7129,,bubbles,1,3,0,0,bub_buy_L,
7149,,bubbles,2,0,0,0,bub_buy_total,
7232,,bubbles,3,0,0,0,bub_buy_sell_ratio,
7253,,bubbles,0,0,0,0,bub_buy_sell_ratio,
7408,,bubbles,2,1,0,0,bub_buy_total,
7426,,bubbles,1,3,0,0,bub_buy_L,
7454,,bubbles,2,3,0,0,bub_buy_L,
7509,,bubbles,3,0,0,0,bub_buy_sell_ratio,
7549,,bubbles,5,0,0,0,bub_sell_m|bub_buy_sell_ratio,
7569,,bubbles,3,2,0,0,bub_buy_total,
7577,,bubbles,1,3,0,0,bub_buy_L,
7662,,bubbles,2,2,0,0,bub_buy_total,
7710,,bubbles,0,0,0,0,bub_buy_sell_ratio,
7731,,bubbles,0,0,0,0,bub_buy_sell_ratio,
7765,,bubbles,2,1,0,0,bub_buy_total,
7797,,bubbles,1,3,0,0,bub_buy_L,
7816,,bubbles,2,3,0,0,bub_buy_L,
7838,,bubbles,2,2,0,0,bub_buy_total,
7869,,bubbles,2,3,0,0,bub_buy_L,
7902,,bubbles,1,3,0,0,bub_buy_L,
7924,,bubbles,1,3,0,0,bub_buy_L,
7933,,bubbles,2,0,0,0,bub_buy_total,
7943,,bubbles,2,3,0,0,bub_buy_total,
7993,,bubbles,4,1,0,0,bub_buy_total,
8080,,bubbles,0,0,0,0,bub_buy_sell_ratio,
8095,,bubbles,4,1,0,0,bub_buy_total,
8111,,bubbles,1,3,0,0,bub_buy_total,
8133,,bubbles,4,0,0,0,bub_buy_sell_ratio,
8149,,bubbles,0,0,0,0,bub_buy_sell_ratio,
8157,,bubbles,1,1,0,0,bub_buy_total,
8200,,bubbles,1,3,0,0,bub_buy_L,
8216,,bubbles,3,1,0,0,bub_buy_total,
8236,,bubbles,0,0,0,0,bub_buy_sell_ratio,
8277,,bubbles,0,0,0,0,bub_buy_sell_ratio,
8338,,bubbles,2,2,0,0,bub_buy_total,
8357,,bubbles,3,0,0,0,bub_buy_sell_ratio,
8371,,bubbles,5,0,0,0,bub_buy_total,
8403,,bubbles,5,0,0,0,bub_sell_m|bub_buy_sell_ratio,
8431,,bubbles,3,1,0,0,bub_buy_total,
8460,,bubbles,6,0,0,0,bub_sell_L|bub_buy_sell_ratio,
8479,,bubbles,6,0,0,0,bub_sell_L|bub_buy_sell_ratio,
8497,,bubbles,6,0,0,0,bub_sell_L,
8544,,bubbles,4,1,0,0,bub_buy_total,
8589,,bubbles,2,2,0,0,bub_buy_L,
8622,,bubbles,0,0,0,0,bub_buy_sell_ratio,
8635,,bubbles,5,0,0,0,bub_sell_m|bub_buy_sell_ratio,
8659,,bubbles,2,1,0,0,bub_buy_total,
8765,,bubbles,1,3,0,0,bub_buy_total,
8823,,bubbles,3,1,0,0,bub_buy_total,
8858,,bubbles,1,3,0,0,bub_buy_L,
8878,,bubbles,3,1,0,0,bub_buy_total,
8893,,bubbles,1,3,0,0,bub_buy_L,
8905,,bubbles,2,2,0,0,bub_buy_total,
8923,,bubbles,0,3,0,0,bub_buy_L,
8940,,bubbles,2,2,0,0,bub_buy_L,
8966,,bubbles,1,3,0,0,bub_buy_L,
8978,,bubbles,1,3,0,0,bub_buy_L,
9007,,bubbles,6,0,0,0,bub_sell_L|bub_buy_sell_ratio,
9081,,bubbles,2,3,0,0,bub_buy_L,
9105,,bubbles,2,0,0,0,bub_buy_total,
9199,,bubbles,3,0,0,0,bub_buy_sell_ratio,
9215,,bubbles,2,3,0,0,bub_buy_total,
9243,,bubbles,1,3,0,0,bub_buy_L,
9256,,bubbles,2,3,0,0,bub_buy_L,
9287,,bubbles,2,0,0,0,bub_buy_total,
9297,,bubbles,2,2,0,0,bub_buy_total,
9304,,bubbles,4,1,0,0,bub_buy_total,
9314,,bubbles,3,1,0,0,bub_buy_total,
9329,,bubbles,2,3,0,0,bub_buy_total,
9345,,bubbles,2,1,0,0,bub_buy_total,
9368,,bubbles,1,3,0,0,bub_buy_L,
9390,,bubbles,0,3,0,0,bub_buy_L,
9432,,bubbles,3,0,0,0,bub_buy_total,
9492,,bubbles,0,0,0,0,bub_buy_sell_ratio,
9504,,bubbles,1,3,0,0,bub_buy_L,
9512,,bubbles,2,2,0,0,bub_buy_total,
9523,,bubbles,1,2,0,0,bub_buy_total,
9530,,bubbles,1,3,0,0,bub_buy_L,
9537,,bubbles,2,2,0,0,bub_buy_total,
9582,,bubbles,5,0,0,0,bub_sell_m|bub_buy_sell_ratio,
9628,,bubbles,5,0,0,0,bub_sell_m|bub_buy_sell_ratio,
9646,,bubbles,4,0,0,0,bub_buy_sell_ratio,
9727,,bubbles,1,0,0,0,bub_buy_sell_ratio,
9805,,bubbles,5,0,0,0,bub_sell_total,
55,,bull_beta,2,1,0,0,,
78,,bull_beta,0,1,0,0,,legpos30=95.3 vs legpos90=47.4 disagree on leg position (short-leg dip vs long-leg drift or vice ver
116,,bull_beta,1,0,0,0,trend_90_atr,
130,,bull_beta,0,0,0,0,trend_90_atr,
140,,bull_beta,1,1,0,0,trend_90_atr,legpos30=43.7 vs legpos90=70.6 disagree on leg position (short-leg dip vs long-leg drift or vice ver
149,,bull_beta,2,1,0,0,trend_90_atr,
159,,bull_beta,0,1,0,0,trend_90_atr,
217,,bull_beta,1,3,0,0,trend_90_atr,
237,,bull_beta,0,1,0,0,trend_90_atr,
287,,bull_beta,0,3,0,0,trend_90_atr,legpos30=68.0 vs legpos90=72.8 disagree on leg position (short-leg dip vs long-leg drift or vice ver
351,,bull_beta,1,1,0,0,trend_90_atr,legpos30=92.7 vs legpos90=48.2 disagree on leg position (short-leg dip vs long-leg drift or vice ver
383,,bull_beta,1,1,0,0,trend_90_atr,legpos30=55.8 vs legpos90=70.6 disagree on leg position (short-leg dip vs long-leg drift or vice ver
391,,bull_beta,1,0,0,0,trend_90_atr,legpos30=18.7 vs legpos90=61.9 disagree on leg position (short-leg dip vs long-leg drift or vice ver
413,,bull_beta,0,3,0,0,trend_90_atr,
458,,bull_beta,0,1,0,0,trend_90_atr,legpos30=12.9 vs legpos90=63.3 disagree on leg position (short-leg dip vs long-leg drift or vice ver
493,,bull_beta,1,2,0,0,trend_90_atr,legpos30=65.9 vs legpos90=74.4 disagree on leg position (short-leg dip vs long-leg drift or vice ver
521,,bull_beta,1,0,0,0,trend_90_atr,
542,,bull_beta,0,1,0,0,trend_90_atr,
583,,bull_beta,1,0,0,0,trend_90_atr,
597,,bull_beta,0,3,0,0,trend_90_atr,legpos30=60.9 vs legpos90=77.6 disagree on leg position (short-leg dip vs long-leg drift or vice ver
631,,bull_beta,0,1,0,0,trend_90_atr,
685,,bull_beta,2,0,0,0,trend_90_atr,
702,,bull_beta,1,0,0,0,trend_90_atr,
766,,bull_beta,0,3,0,0,trend_90_atr,
780,,bull_beta,0,3,0,0,trend_90_atr,
833,,bull_beta,0,3,0,0,trend_90_atr,
845,,bull_beta,0,3,0,0,trend_90_atr,
866,,bull_beta,0,3,0,0,trend_90_atr,
886,,bull_beta,0,3,0,0,trend_90_atr,
901,,bull_beta,0,4,0,0,trend_90_atr,
919,,bull_beta,0,3,0,0,trend_90_atr,
934,,bull_beta,0,3,0,0,trend_90_atr,
970,,bull_beta,0,0,0,0,trend_90_atr,
1027,,bull_beta,1,1,0,0,trend_90_atr,legpos30=93.6 vs legpos90=58.4 disagree on leg position (short-leg dip vs long-leg drift or vice ver
1072,,bull_beta,1,0,0,0,trend_90_atr,
1151,,bull_beta,3,1,0,0,trend_90_atr,legpos30=46.1 vs legpos90=26.4 disagree on leg position (short-leg dip vs long-leg drift or vice ver
1200,,bull_beta,1,1,0,0,trend_90_atr,legpos30=70.0 vs legpos90=52.0 disagree on leg position (short-leg dip vs long-leg drift or vice ver
1211,,bull_beta,0,3,0,0,trend_90_atr,
1221,,bull_beta,0,1,0,0,trend_90_atr,legpos30=61.3 vs legpos90=75.3 disagree on leg position (short-leg dip vs long-leg drift or vice ver
1298,,bull_beta,1,0,0,0,trend_90_atr,
1316,,bull_beta,0,2,0,0,trend_90_atr,
1326,,bull_beta,0,3,0,0,trend_90_atr,
1353,,bull_beta,2,0,0,0,trend_90_atr,
1429,,bull_beta,2,0,0,0,trend_90_atr,legpos30=79.6 vs legpos90=40.2 disagree on leg position (short-leg dip vs long-leg drift or vice ver
1497,,bull_beta,0,4,0,0,trend_90_atr,
1522,,bull_beta,0,2,0,0,trend_90_atr,
1568,,bull_beta,0,2,0,0,trend_90_atr,legpos30=51.3 vs legpos90=70.4 disagree on leg position (short-leg dip vs long-leg drift or vice ver
1623,,bull_beta,1,1,0,0,trend_90_atr,legpos30=83.4 vs legpos90=32.6 disagree on leg position (short-leg dip vs long-leg drift or vice ver
1661,,bull_beta,2,0,0,0,trend_90_atr,
1761,,bull_beta,2,0,0,0,trend_90_atr,
1775,,bull_beta,2,0,0,0,trend_90_atr,
1836,,bull_beta,1,1,0,0,trend_90_atr,legpos30=99.7 vs legpos90=35.8 disagree on leg position (short-leg dip vs long-leg drift or vice ver
1873,,bull_beta,1,1,0,0,trend_90_atr,
1901,,bull_beta,1,1,0,0,trend_90_atr,legpos30=24.2 vs legpos90=64.5 disagree on leg position (short-leg dip vs long-leg drift or vice ver
1941,,bull_beta,0,0,0,0,trend_90_atr,legpos30=89.2 vs legpos90=69.8 disagree on leg position (short-leg dip vs long-leg drift or vice ver
2034,,bull_beta,0,3,0,0,trend_90_atr,legpos30=26.8 vs legpos90=71.3 disagree on leg position (short-leg dip vs long-leg drift or vice ver
2053,,bull_beta,0,1,0,0,trend_90_atr,
2100,,bull_beta,0,0,0,0,trend_90_atr,
2110,,bull_beta,0,3,0,0,trend_90_atr,
2174,,bull_beta,0,4,0,0,trend_90_atr,
2188,,bull_beta,1,3,0,0,trend_90_atr,
2204,,bull_beta,0,0,0,0,trend_90_atr,
2222,,bull_beta,1,0,0,0,trend_90_atr,
2320,,bull_beta,2,0,0,0,trend_90_atr,legpos30=84.2 vs legpos90=28.0 disagree on leg position (short-leg dip vs long-leg drift or vice ver
2364,,bull_beta,0,3,0,0,trend_90_atr,
2372,,bull_beta,1,3,0,0,trend_90_atr,
2428,,bull_beta,0,0,0,0,trend_90_atr,legpos30=79.2 vs legpos90=39.0 disagree on leg position (short-leg dip vs long-leg drift or vice ver
2488,,bull_beta,1,1,0,0,trend_90_atr,
2497,,bull_beta,1,0,0,0,trend_90_atr,
2544,,bull_beta,1,1,0,0,trend_90_atr,legpos30=58.8 vs legpos90=76.0 disagree on leg position (short-leg dip vs long-leg drift or vice ver
2663,,bull_beta,1,0,0,0,trend_90_atr,
2705,,bull_beta,1,1,0,0,trend_90_atr,legpos30=71.6 vs legpos90=35.1 disagree on leg position (short-leg dip vs long-leg drift or vice ver
2737,,bull_beta,1,2,0,0,trend_90_atr,
2747,,bull_beta,0,1,0,0,trend_90_atr,
2859,,bull_beta,0,4,0,0,trend_90_atr,
2896,,bull_beta,0,4,0,0,trend_90_atr,
2905,,bull_beta,0,3,0,0,trend_90_atr,
2922,,bull_beta,0,1,0,0,trend_90_atr,legpos30=5.3 vs legpos90=68.2 disagree on leg position (short-leg dip vs long-leg drift or vice vers
2944,,bull_beta,2,1,0,0,trend_90_atr,
2991,,bull_beta,2,1,0,0,trend_90_atr,legpos30=82.1 vs legpos90=24.6 disagree on leg position (short-leg dip vs long-leg drift or vice ver
3011,,bull_beta,1,0,0,0,trend_90_atr,legpos30=81.7 vs legpos90=31.0 disagree on leg position (short-leg dip vs long-leg drift or vice ver
3029,,bull_beta,1,0,0,0,trend_90_atr,legpos30=96.3 vs legpos90=65.1 disagree on leg position (short-leg dip vs long-leg drift or vice ver
3070,,bull_beta,0,4,0,0,trend_90_atr,
3085,,bull_beta,0,4,0,0,trend_90_atr,
3102,,bull_beta,1,1,0,0,trend_90_atr,legpos30=60.8 vs legpos90=79.0 disagree on leg position (short-leg dip vs long-leg drift or vice ver
3118,,bull_beta,2,0,0,0,trend_90_atr,
3126,,bull_beta,1,0,0,0,trend_90_atr,
3147,,bull_beta,0,3,0,0,trend_90_atr,
3162,,bull_beta,1,0,0,0,trend_90_atr,
3178,,bull_beta,0,2,0,0,trend_90_atr,legpos30=67.0 vs legpos90=78.7 disagree on leg position (short-leg dip vs long-leg drift or vice ver
3190,,bull_beta,0,3,0,0,trend_90_atr,
3219,,bull_beta,3,0,0,0,trend_90_atr,
3238,,bull_beta,1,0,0,0,trend_90_atr,legpos30=96.6 vs legpos90=44.9 disagree on leg position (short-leg dip vs long-leg drift or vice ver
3252,,bull_beta,0,0,0,0,trend_90_atr,legpos30=99.4 vs legpos90=65.1 disagree on leg position (short-leg dip vs long-leg drift or vice ver
3326,,bull_beta,0,1,0,0,trend_90_atr,
3443,,bull_beta,1,0,0,0,trend_90_atr,legpos30=90.8 vs legpos90=33.3 disagree on leg position (short-leg dip vs long-leg drift or vice ver
3474,,bull_beta,1,0,0,0,trend_90_atr,legpos30=72.3 vs legpos90=47.5 disagree on leg position (short-leg dip vs long-leg drift or vice ver
3491,,bull_beta,0,0,0,0,trend_90_atr,legpos30=87.2 vs legpos90=68.5 disagree on leg position (short-leg dip vs long-leg drift or vice ver
3509,,bull_beta,1,0,0,0,trend_90_atr,legpos30=82.9 vs legpos90=65.0 disagree on leg position (short-leg dip vs long-leg drift or vice ver
3622,,bull_beta,2,0,0,0,trend_90_atr,legpos30=47.1 vs legpos90=22.1 disagree on leg position (short-leg dip vs long-leg drift or vice ver
3678,,bull_beta,2,0,0,0,trend_90_atr,legpos30=87.7 vs legpos90=41.1 disagree on leg position (short-leg dip vs long-leg drift or vice ver
3773,,bull_beta,3,0,0,0,trend_90_atr,
3799,,bull_beta,0,1,0,0,trend_90_atr,
3825,,bull_beta,1,1,0,0,trend_90_atr,
3836,,bull_beta,1,1,0,0,trend_90_atr,
3929,,bull_beta,3,0,0,0,trend_90_atr,legpos30=44.8 vs legpos90=15.1 disagree on leg position (short-leg dip vs long-leg drift or vice ver
3949,,bull_beta,3,0,0,0,trend_90_atr,legpos30=86.8 vs legpos90=28.0 disagree on leg position (short-leg dip vs long-leg drift or vice ver
4095,,bull_beta,1,1,0,0,trend_90_atr,
4243,,bull_beta,1,1,0,0,trend_90_atr,
4309,,bull_beta,1,1,0,0,trend_90_atr,
4346,,bull_beta,1,0,0,0,trend_90_atr,
4372,,bull_beta,1,0,0,0,trend_90_atr,
4384,,bull_beta,1,0,0,0,trend_90_atr,
4401,,bull_beta,1,1,0,0,trend_90_atr,
4429,,bull_beta,0,4,0,0,trend_90_atr,
4483,,bull_beta,0,3,0,0,trend_90_atr,legpos30=46.0 vs legpos90=78.2 disagree on leg position (short-leg dip vs long-leg drift or vice ver
4513,,bull_beta,0,3,0,0,trend_90_atr,
4530,,bull_beta,0,1,0,0,trend_90_atr,
4574,,bull_beta,0,0,0,0,trend_90_atr,
4609,,bull_beta,0,1,0,0,trend_90_atr,
4644,,bull_beta,0,4,0,0,trend_90_atr,
4677,,bull_beta,0,3,0,0,trend_90_atr,
4763,,bull_beta,1,2,0,0,trend_90_atr,legpos30=59.2 vs legpos90=75.9 disagree on leg position (short-leg dip vs long-leg drift or vice ver
4899,,bull_beta,1,0,0,0,trend_90_atr,legpos30=97.8 vs legpos90=62.6 disagree on leg position (short-leg dip vs long-leg drift or vice ver
4908,,bull_beta,1,1,0,0,trend_90_atr,legpos30=78.1 vs legpos90=63.6 disagree on leg position (short-leg dip vs long-leg drift or vice ver
4918,,bull_beta,4,0,0,0,trend_90_atr,
4926,,bull_beta,0,0,0,0,trend_90_atr,
4964,,bull_beta,0,4,0,0,trend_90_atr,
4996,,bull_beta,1,1,0,0,trend_90_atr,legpos30=21.6 vs legpos90=69.8 disagree on leg position (short-leg dip vs long-leg drift or vice ver
5016,,bull_beta,0,3,0,0,trend_90_atr,legpos30=61.0 vs legpos90=83.7 disagree on leg position (short-leg dip vs long-leg drift or vice ver
5042,,bull_beta,0,4,0,0,trend_90_atr,
5055,,bull_beta,0,1,0,0,trend_90_atr,legpos30=66.1 vs legpos90=71.8 disagree on leg position (short-leg dip vs long-leg drift or vice ver
5087,,bull_beta,1,1,0,0,trend_90_atr,
5103,,bull_beta,2,0,0,0,trend_90_atr,legpos30=22.5 vs legpos90=36.8 disagree on leg position (short-leg dip vs long-leg drift or vice ver
5147,,bull_beta,1,0,0,0,trend_90_atr,legpos30=84.3 vs legpos90=54.1 disagree on leg position (short-leg dip vs long-leg drift or vice ver
5165,,bull_beta,1,0,0,0,trend_90_atr,
5296,,bull_beta,1,0,0,0,trend_90_atr,
5321,,bull_beta,2,0,0,0,trend_90_atr,
5331,,bull_beta,2,0,0,0,trend_90_atr,
5350,,bull_beta,0,0,0,0,trend_90_atr,
