event_id,timestamp,T8_pass,polarity_level,polarity_source,retest_filled,retest_fill_time,immediate_entry,immediate_stop,immediate_target,immediate_R,exit_reason_immediate,retest_entry,retest_stop,retest_target,retest_R,exit_reason_retest,no_overlap,notes
7,2016-09-26T10:00:00+00:00,trigger+EMAstack+D1a(all True),1340.55,swing_high_10[i] (broken level; Pattern #1),True,2016-09-26T14:00:00+00:00,1340.95,1334.1938,1367.9748,-1.0,stop,1340.55,1335.9376,1358.9996,-1.0,stop,True,immediate_loser
8,2016-11-09T03:00:00+00:00,trigger+EMAstack+D1a(all True),1313.07,swing_high_10[i] (broken level; Pattern #1),True,2016-11-09T07:00:00+00:00,1320.88,1295.8996,1420.8016,-1.0,stop,1313.07,1302.0093,1357.3128,-1.0,stop,True,immediate_loser
9,2017-04-12T18:00:00+00:00,trigger+EMAstack+D1a(all True),1279.82,swing_high_10[i] (broken level; Pattern #1),True,2017-04-18T10:00:00+00:00,1286.2,1269.6673,1352.3308,-0.404,time_limit,1279.82,1273.9347,1303.3612,-1.0,stop,True,immediate_loser
10,2017-05-26T06:00:00+00:00,trigger+EMAstack+D1a(all True),1259.65,swing_high_10[i] (broken level; Pattern #1),True,2017-05-30T10:00:00+00:00,1265.79,1255.7518,1305.9428,-0.0827,time_limit,1259.65,1255.2136,1277.3956,4.0,target,True,immediate_loser
13,2017-06-02T10:00:00+00:00,trigger+EMAstack+D1a(all True),1272.4,swing_high_10[i] (broken level; Pattern #1),False,,1274.96,1259.036,1338.656,-0.0377,time_limit,,,,,,True,immediate_loser
32,2017-09-08T02:00:00+00:00,trigger+EMAstack+D1a(all True),1350.57,swing_high_10[i] (broken level; Pattern #1),True,2017-09-08T06:00:00+00:00,1355.17,1345.8187,1392.5752,-1.0,stop,1350.57,1344.8475,1373.46,-1.0,stop,True,immediate_loser
33,2017-09-25T14:00:00+00:00,trigger+EMAstack+D1a(all True),1298.74,swing_high_10[i] (broken level; Pattern #1),True,2017-09-26T10:00:00+00:00,1308.41,1289.5579,1383.8184,-1.0,stop,1298.74,1292.7959,1322.5164,-1.0,stop,True,immediate_loser
35,2017-11-27T07:00:00+00:00,trigger+EMAstack+D1a(all True),1293.24,swing_high_10[i] (broken level; Pattern #1),True,2017-11-27T11:00:00+00:00,1294.18,1287.7368,1319.9528,-1.0,stop,1293.24,1289.4737,1308.3052,-1.0,stop,True,immediate_loser
41,2018-01-04T19:00:00+00:00,trigger+EMAstack+D1a(all True),1321.04,swing_high_10[i] (broken level; Pattern #1),True,2018-01-04T23:00:00+00:00,1322.62,1316.6309,1346.5764,-1.0,stop,1321.04,1315.8418,1341.8328,-1.0,stop,True,immediate_loser
43,2018-01-12T03:00:00+00:00,trigger+EMAstack+D1a(all True),1327.74,swing_high_10[i] (broken level; Pattern #1),True,2018-01-12T07:00:00+00:00,1328.9,1323.2961,1351.3156,-1.0,stop,1327.74,1322.7922,1347.5312,-1.0,stop,True,immediate_loser
0,2016-07-27T10:00:00+00:00,trigger+EMAstack+D1a(all True),1324.49,swing_high_10[i] (broken level; Pattern #1),True,2016-07-27T18:00:00+00:00,1327.81,1316.0804,1374.7284,3.047,time_limit,1324.49,1318.3709,1348.9664,4.0,target,True,retest_winner
4,2016-08-09T10:00:00+00:00,trigger+EMAstack+D1a(all True),1339.06,swing_high_10[i] (broken level; Pattern #1),True,2016-08-09T14:00:00+00:00,1339.54,1328.1871,1384.9516,0.0291,time_limit,1339.06,1333.4141,1361.6436,0.1435,time_limit,True,retest_winner
10,2017-05-26T06:00:00+00:00,trigger+EMAstack+D1a(all True),1259.65,swing_high_10[i] (broken level; Pattern #1),True,2017-05-30T10:00:00+00:00,1265.79,1255.7518,1305.9428,-0.0827,time_limit,1259.65,1255.2136,1277.3956,4.0,target,True,retest_winner
17,2017-07-26T18:00:00+00:00,trigger+EMAstack+D1a(all True),1257.76,swing_high_10[i] (broken level; Pattern #1),True,2017-07-27T14:00:00+00:00,1259.77,1246.0956,1314.4676,0.6589,time_limit,1257.76,1253.1112,1276.3552,2.6308,time_limit,True,retest_winner
21,2017-08-09T06:00:00+00:00,trigger+EMAstack+D1a(all True),1267.22,swing_high_10[i] (broken level; Pattern #1),True,2017-08-09T10:00:00+00:00,1267.77,1262.4958,1288.8668,4.0,target,1267.22,1262.8316,1284.7736,4.0,target,True,retest_winner
7,2016-09-26T10:00:00+00:00,trigger+EMAstack+D1a(all True),1340.55,swing_high_10[i] (broken level; Pattern #1),True,2016-09-26T14:00:00+00:00,1340.95,1334.1938,1367.9748,-1.0,stop,1340.55,1335.9376,1358.9996,-1.0,stop,True,retest_loser
8,2016-11-09T03:00:00+00:00,trigger+EMAstack+D1a(all True),1313.07,swing_high_10[i] (broken level; Pattern #1),True,2016-11-09T07:00:00+00:00,1320.88,1295.8996,1420.8016,-1.0,stop,1313.07,1302.0093,1357.3128,-1.0,stop,True,retest_loser
9,2017-04-12T18:00:00+00:00,trigger+EMAstack+D1a(all True),1279.82,swing_high_10[i] (broken level; Pattern #1),True,2017-04-18T10:00:00+00:00,1286.2,1269.6673,1352.3308,-0.404,time_limit,1279.82,1273.9347,1303.3612,-1.0,stop,True,retest_loser
32,2017-09-08T02:00:00+00:00,trigger+EMAstack+D1a(all True),1350.57,swing_high_10[i] (broken level; Pattern #1),True,2017-09-08T06:00:00+00:00,1355.17,1345.8187,1392.5752,-1.0,stop,1350.57,1344.8475,1373.46,-1.0,stop,True,retest_loser
33,2017-09-25T14:00:00+00:00,trigger+EMAstack+D1a(all True),1298.74,swing_high_10[i] (broken level; Pattern #1),True,2017-09-26T10:00:00+00:00,1308.41,1289.5579,1383.8184,-1.0,stop,1298.74,1292.7959,1322.5164,-1.0,stop,True,retest_loser
13,2017-06-02T10:00:00+00:00,trigger+EMAstack+D1a(all True),1272.4,swing_high_10[i] (broken level; Pattern #1),False,,1274.96,1259.036,1338.656,-0.0377,time_limit,,,,,,True,runaway_no_retest
25,2017-08-16T18:00:00+00:00,trigger+EMAstack+D1a(all True),1278.02,swing_high_10[i] (broken level; Pattern #1),False,,1283.87,1273.2386,1326.3956,0.1053,time_limit,,,,,,True,runaway_no_retest
28,2017-08-28T06:00:00+00:00,trigger+EMAstack+D1a(all True),1295.43,swing_high_10[i] (broken level; Pattern #1),False,,1297.03,1292.2472,1316.1612,4.0,target,,,,,,True,runaway_no_retest
67,2019-01-25T11:00:00+00:00,trigger+EMAstack+D1a(all True),1285.16,swing_high_10[i] (broken level; Pattern #1),False,,1293.66,1281.5006,1342.2976,2.4245,time_limit,,,,,,True,runaway_no_retest
74,2019-02-15T15:00:00+00:00,trigger+EMAstack+D1a(all True),1319.97,swing_high_10[i] (broken level; Pattern #1),False,,1320.67,1312.1356,1354.8076,0.3035,time_limit,,,,,,True,runaway_no_retest
10,2017-05-26T06:00:00+00:00,trigger+EMAstack+D1a(all True),1259.65,swing_high_10[i] (broken level; Pattern #1),True,2017-05-30T10:00:00+00:00,1265.79,1255.7518,1305.9428,-0.0827,time_limit,1259.65,1255.2136,1277.3956,4.0,target,True,"retest_improves(imm_lose,retest_win)"
102,2019-07-17T14:00:00+00:00,trigger+EMAstack+D1a(all True),1418.25,swing_high_10[i] (broken level; Pattern #1),True,2019-07-18T02:00:00+00:00,1423.98,1406.2262,1494.9952,-0.2709,time_limit,1418.25,1410.8825,1447.72,4.0,target,True,"retest_improves(imm_lose,retest_win)"
277,2023-04-11T22:00:00+00:00,trigger+EMAstack+D1a(all True),2007.43,swing_high_10[i] (broken level; Pattern #1),True,2023-04-12T06:00:00+00:00,2014.69,1998.073,2081.158,-1.0,stop,2007.43,1997.556,2046.926,4.0,target,True,"retest_improves(imm_lose,retest_win)"
319,2024-03-20T18:00:00+00:00,trigger+EMAstack+D1a(all True),2164.83,swing_high_10[i] (broken level; Pattern #1),True,2024-03-22T06:00:00+00:00,2186.42,2151.6857,2325.3572,-0.2246,time_limit,2164.83,2155.5214,2202.0644,3.4817,time_limit,True,"retest_improves(imm_lose,retest_win)"
478,2025-07-21T02:00:00+00:00,trigger+EMAstack+D1a(all True),3361.26,swing_high_10[i] (broken level; Pattern #1),True,2025-07-21T06:00:00+00:00,3366.68,3343.0683,3461.1268,-1.0,stop,3361.26,3346.0365,3422.154,4.0,target,True,"retest_improves(imm_lose,retest_win)"
88,2019-06-13T14:00:00+00:00,trigger+EMAstack+D1a(all True),1339.06,swing_high_10[i] (broken level; Pattern #1),True,2019-06-14T14:00:00+00:00,1341.26,1332.8461,1374.9156,0.5016,time_limit,1339.06,1334.4322,1357.5712,-1.0,stop,True,"retest_worsens(imm_win,retest_lose)"
141,2020-02-07T07:00:00+00:00,trigger+EMAstack+D1a(all True),1569.15,swing_high_10[i] (broken level; Pattern #1),True,2020-02-07T11:00:00+00:00,1569.18,1559.6247,1607.4012,0.5505,time_limit,1569.15,1562.5595,1595.512,-1.0,stop,True,"retest_worsens(imm_win,retest_lose)"
349,2024-07-05T10:00:00+00:00,trigger+EMAstack+D1a(all True),2368.06,swing_high_10[i] (broken level; Pattern #1),True,2024-07-08T06:00:00+00:00,2383.08,2343.7322,2540.4712,0.5993,time_limit,2368.06,2358.0645,2408.042,-1.0,stop,True,"retest_worsens(imm_win,retest_lose)"
426,2025-02-10T03:00:00+00:00,trigger+EMAstack+D1a(all True),2886.86,swing_high_10[i] (broken level; Pattern #1),True,2025-02-10T07:00:00+00:00,2888.42,2862.7814,2990.9744,1.7868,time_limit,2886.86,2869.9629,2954.4484,-1.0,stop,True,"retest_worsens(imm_win,retest_lose)"
430,2025-02-18T11:00:00+00:00,trigger+EMAstack+D1a(all True),2915.6,swing_high_10[i] (broken level; Pattern #1),True,2025-02-21T07:00:00+00:00,2927.94,2902.6603,3029.0588,0.4193,time_limit,2915.6,2901.4806,2972.0776,-1.0,stop,True,"retest_worsens(imm_win,retest_lose)"
